reeval_rank,original_rank,sample_id,coarse_J,coarse_display_score,mean_J,std_J,median_J,p95_J,sem_J,ci95_low,ci95_high,valid_repeat_rate,failure_count,layout_json,flat_J_t,flat_mean_err,flat_median_err,flat_p95_err,flat_valid_rate,flat_dgeom,flat_usable_event_rate,hill_J_t,hill_mean_err,hill_median_err,hill_p95_err,hill_valid_rate,hill_dgeom,hill_usable_event_rate,rough_J_t,rough_mean_err,rough_median_err,rough_p95_err,rough_valid_rate,rough_dgeom,rough_usable_event_rate,n_nodes,centroid_x,centroid_y,mean_radius,std_radius,min_radius,max_radius,min_pairwise_dist,mean_pairwise_dist,std_pairwise_dist,nearest_neighbor_mean,nearest_neighbor_std,convex_hull_area,convex_hull_perimeter,area_per_node,mean_dist_to_boundary,min_dist_to_boundary,fraction_near_boundary_0p1L,fraction_near_boundary_0p15L,angular_gap_mean,angular_gap_std,max_angular_gap,lambda1,lambda2,anisotropy
21,23,983,0.0903383520717033,0.91714649686489,0.1198956281217363,0.0069329531371581,0.1198956281217363,0.1243077324809761,0.004902338176933,0.1102870452949474,0.1295042109485251,1.0,0,"[[0.37979171430139497, 0.1033246903247359], [0.9010232550085571, 0.7177045658390353], [0.18827639195033974, 0.449204962714146], [0.5550374316002404, 0.3019694073321323], [0.7324305856181165, 0.9215181590055731], [0.671630273265729, 0.10504953460731532], [0.9722537832261344, 0.8827141631955474], [0.793453774106785, 0.3663819651445667]]",0.0792272684956931,0.0067468684938116,0.0022478402945323,0.0119705922449262,0.516,0.0,0.516,0.1330322748360893,0.0044025580307532,0.0022249221587756,0.0092460530871456,0.504,0.5387730779610667,0.504,0.1325754273972462,0.0044655096121265,0.0021972320130514,0.0116169310150029,0.502,0.5238086876728841,0.502,8.0,0.6492371511346622,0.4809834310203815,0.37480908168760896,0.11602727098308309,0.18420621683963045,0.5154874642333337,0.17972744745840388,0.5437894710414968,0.2369924301164527,0.24589574562813923,0.06324933120102975,0.3655910683973829,2.4854385672490826,0.045698883549672865,0.13879638160843422,0.027746216773865573,0.375,0.625,0.7853981633974483,0.5581076937051592,1.8262754467586464,0.13900348638708449,0.036932713986961796,3.763695417459879
22,6,2891,0.0842873220887118,0.9222647721027066,0.1206425857847804,0.0124134805212387,0.1206425857847804,0.1285424764140059,0.008777656254695,0.1034383795255781,0.1378467920439827,1.0,0,"[[0.5432622380178218, 0.5371973123357652], [0.6467792658513096, 0.2001916979154007], [0.6610048528171668, 0.8259185887541224], [0.7019638257459307, 0.3081495351140075], [0.8744126287986427, 0.22529619025881795], [0.32825181457259595, 0.592387370667402], [0.4292147931377261, 0.8319979049458359], [0.8573934026368893, 0.4156753272707845]]",0.072382147393025,0.0139776560477413,0.0028703567733641,0.0653073405718046,0.69,0.0,0.69,0.1403546795210714,0.0129898741374746,0.0029698938812972,0.0614079580093209,0.6809999999999999,0.6823684875641151,0.6809999999999999,0.1294788367039539,0.0149153668612452,0.0030449184814862,0.0835767982501297,0.6779999999999999,0.4939388214135469,0.6779999999999999,8.0,0.6302853526972604,0.49210174090776704,0.27968332095857285,0.09090125008184703,0.09801343301266618,0.3949161585063063,0.12124450611621096,0.40825039765796334,0.17610631784989617,0.19129075297646655,0.04329447354009937,0.21676449069533807,1.8721116266116011,0.02709556133691726,0.2366868654485942,0.12558737120135732,0.0,0.25,0.7853981633974483,0.6453568803018672,1.9478210939561347,0.07976670925626234,0.019074201931004585,4.181915948294737
23,42,1411,0.0934890787538127,0.9145038751915502,0.1213006975323262,0.0151640989113926,0.1213006975323262,0.1309510709860726,0.0107226371708293,0.1002843286775008,0.1423170663871517,1.0,0,"[[0.32423186893249883, 0.7214866910139014], [0.2655529012620975, 0.15152706635576058], [0.7103351415255991, 0.3185840998946323], [0.9100885586441135, 0.9254012474947273], [0.3586665778524895, 0.3650580818858787], [0.7019939736963273, 0.5478393694640039], [0.7431629091606009, 0.8634854723195722], [0.508337618146721, 0.5932093624686674]]",0.0695257352832258,0.0083848166399897,0.0021554789189951,0.0176752259841016,0.597,0.0,0.597,0.1457729773692456,0.0086792852133228,0.0021811498077859,0.0142739021932147,0.5800000000000001,0.7458512836528595,0.5800000000000001,0.1241311001075879,0.0089166823296365,0.0022031580880773,0.0108451742249885,0.5820000000000001,0.5416504079175491,0.5820000000000001,8.0,0.565296193652556,0.5608239238621431,0.30246016412031773,0.14506926618476254,0.06552172126395084,0.5073164287677582,0.17803857916483404,0.4661052406340987,0.1998775405489225,0.2091965010074915,0.022139783290958406,0.2792402201705182,2.3072717975040615,0.034905027521314774,0.24928521946118193,0.0745987525052727,0.125,0.25,0.7853981633974483,0.5181390001618872,1.5142360162138884,0.10333991463897575,0.02526264864225284,4.090620746161011
24,37,3972,0.0926396345539173,0.9152148323891448,0.1214748482081494,0.0060635290537737,0.1214748482081494,0.1253336544688099,0.004287562511845,0.1130712256849331,0.1298784707313657,1.0,0,"[[0.8175379429376534, 0.23949033980702716], [0.4309336162676848, 0.1551644007774899], [0.6259829396005657, 0.26558072054678544], [0.4658457913597233, 0.6251074996846469], [0.04845343494094823, 0.8598315863360316], [0.20085835876727967, 0.25972220472614316], [0.4285499830434068, 0.31449557846808907], [0.9684752764293646, 0.37359477569583555]]",0.0716479181394172,0.0037931503249983,0.0022825276588513,0.00813666831056,0.55,0.0,0.55,0.1430206718246542,0.0034000427857308,0.0022545263800918,0.0084012316184151,0.545,0.707202830855508,0.545,0.128210131043872,0.0041595815349442,0.0022762700085969,0.0084429501955118,0.545,0.5555543429449359,0.545,8.0,0.49832966791832833,0.3866233882552561,0.3195224837029008,0.16430274751370716,0.10035748784189998,0.652927732393695,0.15934900655988152,0.4891576741282279,0.23619409567006924,0.24164332324131182,0.10074255342319878,0.3117929386538198,2.5100874931730845,0.038974117331727474,0.19667897180611593,0.031524723570635405,0.25,0.25,0.7853981633974483,0.4743483610177097,1.7338778003139454,0.11120783139090565,0.03632360910306404,3.061585402358182
25,49,2990,0.0937490489803955,0.9142865092611604,0.1217429245241849,0.0106760481258007,0.1217429245241849,0.1285371199476097,0.0075491060260276,0.1069466767131707,0.136539172335199,1.0,0,"[[0.8450760339419418, 0.20665409680766827], [0.47886365214556714, 0.8245602716412149], [0.39844762998936206, 0.3597163085843969], [0.5868779076317018, 0.4051260762149461], [0.35607452538898116, 0.02577971258295275], [0.747008930994715, 0.8471491610170478], [0.6152547564958925, 0.9585610731177227], [0.5945890711306184, 0.5458636580085054]]",0.0813651853539187,0.0137596628947147,0.0024548074366372,0.0875777901709905,0.6739999999999999,0.0,0.6739999999999999,0.1425683946089557,0.0123523644923979,0.0024852968184578,0.0560467871690365,0.663,0.6964579443666566,0.663,0.1204697235249094,0.0113121108667664,0.0024240051313221,0.0515084444564053,0.66,0.4892674029794298,0.66,8.0,0.5777740634648475,0.5216762947468069,0.3085377191623654,0.16026578161426858,0.029457987445738736,0.5431980351444993,0.14094867495512622,0.4781440249269599,0.21835042556930667,0.20928677996875406,0.07276868741999298,0.2911820873838789,2.3414511794856936,0.03639776092298486,0.2150858108167188,0.02577971258295275,0.25,0.25,0.7853981633974483,0.6633274155301759,1.9897090166224496,0.11277446321740582,0.02537484524241943,4.44434092661497
26,10,1892,0.0872656784189633,0.919738404190354,0.1226610379368663,0.0068568460534393,0.1226610379368663,0.1270247080446116,0.0048485223419391,0.1131579341466655,0.1321641417270672,1.0,0,"[[0.5283912685582366, 0.0678077699793085], [0.8331348435114105, 0.7372605299366111], [0.6982333349800935, 0.3420324420412882], [0.5541829113118938, 0.368485239207514], [0.3371146179246369, 0.6220949099795381], [0.8911918532919268, 0.9571257183557255], [0.9174094731002314, 0.480897400177296], [0.4602863342335115, 0.9486109513315]]",0.07594072664507,0.0077473050074302,0.0021026985686855,0.0170147979724212,0.5509999999999999,0.0,0.5509999999999999,0.1431944598539843,0.0052046550894791,0.0020586490443172,0.0103403680195181,0.533,0.6770025465786325,0.533,0.1283145053944267,0.0061612642852578,0.0020777757354125,0.0102474630128411,0.523,0.5091769756220836,0.523,8.0,0.6524930796139927,0.5655393701260977,0.33703413655955666,0.10669792439989166,0.22021630208425835,0.5129697898434193,0.14645912411627118,0.49883757104212195,0.19188941922018724,0.24897040113548025,0.07249776840215043,0.3534709774943331,2.4107084660979563,0.04418387218679164,0.1773616632290623,0.04287428164427454,0.5,0.5,0.7853981633974483,0.3852002212929872,1.285469622163669,0.09919562667294232,0.04363460907299012,2.273324518778479
27,35,3823,0.0921832213969519,0.915597292110892,0.1244050968416241,0.0003382084466962,0.1244050968416241,0.1246203313791263,0.0002391494861134,0.1239363638488417,0.1248738298344065,1.0,0,"[[0.44379575244428426, 0.4204312809758916], [0.6212973682572338, 0.3769629738363132], [0.4852308055606169, 0.16425643919053032], [0.8390528507963422, 0.5790840313631307], [0.833116310705737, 0.3172283277277879], [0.6251825867849938, 0.9024712834937455], [0.2844692500388591, 0.860500077791094], [0.8668319770615498, 0.9771558659651861]]",0.0756680801429579,0.0083595014469863,0.0021526970498074,0.0086876816393802,0.538,0.0,0.538,0.1444597609473132,0.0054275571454205,0.0020431830183189,0.0067465000794904,0.512,0.6679341020802689,0.512,0.1330327853289122,0.0057515695583788,0.0020124989903874,0.006838459795985,0.511,0.5504304108884623,0.511,8.0,0.6248721127062022,0.57476128504296,0.332057007140276,0.10162679882304353,0.1978306111654031,0.46953804394791293,0.18274659324263384,0.4892902545827306,0.19033921714071905,0.2436429961582747,0.048070613551691295,0.32665400869261224,2.3593630385987607,0.04083175108657653,0.19366928815632878,0.02284413403481389,0.25,0.375,0.7853981633974483,0.31858093757171524,1.4041393282225756,0.09315612342119489,0.044660861984492706,2.085855921310719
28,12,4733,0.0874870164982471,0.919551208271011,0.126395507435561,0.0148905268719782,0.126395507435561,0.1358717807095157,0.0105291925266163,0.105758290083393,0.147032724787729,1.0,0,"[[0.8749095325703975, 0.7941309932314911], [0.8295051306829324, 0.9381465985992499], [0.3340204845972743, 0.8923493037517022], [0.6994700278174452, 0.27419367366067493], [0.5221673406218096, 0.039167371902799314], [0.5577661234142307, 0.26544062810446417], [0.19629041970693334, 0.14231468123894533], [0.52980674913613, 0.6278637309719961]]",0.081179094683022,0.0123470884163646,0.0020666897980651,0.0115763496521933,0.519,0.0,0.519,0.1464793773181815,0.0074042808056488,0.0019942112348239,0.0053260503603962,0.507,0.6759963584752071,0.507,0.1314441804228589,0.008092285059578,0.0020678950900258,0.0131340888903266,0.506,0.4976242547895088,0.506,8.0,0.5679919760683941,0.4967008726826654,0.37500863912561855,0.13527151179389962,0.13660822431499342,0.5135675415050266,0.14197398469305722,0.5540492311979428,0.23727137176432406,0.22686953937513823,0.08662475403094949,0.4130065307476493,2.5961294819939202,0.051625816343456164,0.17348089862669225,0.039167371902799314,0.25,0.625,0.7853981633974483,0.6331512193202009,1.8068005245722762,0.14080244908391276,0.040831678141065024,3.4483630233729152
29,16,833,0.0883154154401842,0.9188512684951138,0.1281970851571819,0.004373168794165,0.1281970851571819,0.1309801527358467,0.0030922973096274,0.122136182430312,0.1342579878840518,1.0,0,"[[0.4186323705014458, 0.5570650301629902], [0.5773009200621386, 0.5940127711774877], [0.14446109152161293, 0.062038215564069576], [0.7871950897349701, 0.2781660660229858], [0.8752508673386319, 0.6396973027904383], [0.4069782690818834, 0.9617810433563412], [0.8346747863756792, 0.20485362462138984], [0.540331402331155, 0.8710699656976509]]",0.0857078543670372,0.0152839470723663,0.0023892017038581,0.0537669272815747,0.5820000000000001,0.0,0.5820000000000001,0.1471100474340556,0.0089855348977758,0.0024230010607825,0.0109645358011649,0.565,0.7452719598970706,0.565,0.1322965614569821,0.0106715988110695,0.0023763703809397,0.0394998165386664,0.566,0.5054439703040086,0.566,8.0,0.5731030996184396,0.5210855024241692,0.34262269835446024,0.16195306312160745,0.07304798576481279,0.628059219085986,0.0873443510328871,0.5238265976639304,0.2321162265434588,0.21129887651811743,0.1475922755256221,0.40034548119205243,2.6471737643416167,0.050043185149006554,0.19458575779809428,0.03821895664365882,0.25,0.5,0.7853981633974483,0.5117599006332502,1.4422382850791777,0.10105117095751051,0.06308495256496124,1.6018268517116478
30,22,187,0.090335343273246,0.9171490277458544,0.1289364564863451,0.0061844619014927,0.1289364564863451,0.1328722239400269,0.0043730749485354,0.1203652295872157,0.1375076833854745,1.0,0,"[[0.6606823639913848, 0.5076220308579663], [0.5920988393975962, 0.1662731761483517], [0.8640524965069413, 0.8285586224154694], [0.6899253694540818, 0.8616453469665759], [0.23580210507445462, 0.5904494957503703], [0.1935620547761555, 0.13932059652464857], [0.47883510198692736, 0.5987277420129323], [0.9764533449205669, 0.02764365791388418]]",0.0789681423680061,0.0100693680421111,0.0021793910108097,0.0251230891635203,0.554,0.0,0.554,0.15455568583623,0.0114961695722921,0.0022149371312819,0.0246168163566638,0.541,0.7314736462169936,0.541,0.1276663119049142,0.0110758508625561,0.0022144711685154,0.0222264182373242,0.538,0.467142535455667,0.538,8.0,0.5864264595135136,0.46503008357377473,0.36150886476855726,0.1582430524160827,0.08560381605562972,0.5860271808473236,0.17724273671212443,0.5544341857205447,0.2203540991346613,0.2700817305529043,0.09278674979970504,0.47504446952324214,2.758862627400806,0.05938055869040527,0.1974793229186317,0.0235466550794331,0.125,0.5,0.7853981633974483,0.31494269642487355,1.3633427932777327,0.10302409248082377,0.07495250516970206,1.3745250041684938
31,20,1376,0.0900631052908721,0.9173780812746252,0.129094506803145,0.012501052908888,0.129094506803145,0.1370501281586069,0.0088395792838465,0.1117689314068059,0.1464200821994842,1.0,0,"[[0.3701461264505664, 0.6890486780883609], [0.7554471457003957, 0.5732914554085359], [0.12851804261145333, 0.7392890873031642], [0.5402722264391797, 0.5317728510085641], [0.4707096807856582, 0.2631178278356465], [0.7667970752651362, 0.38050606055010944], [0.45199348595700867, 0.5607131811048279], [0.6127467828825306, 0.12072751514039978]]",0.0817700083666624,0.0175680796493081,0.0029879933131554,0.1037145750815793,0.7150000000000001,0.0,0.7150000000000001,0.1598559747060569,0.018495925654081,0.002871738421306,0.1012826002549399,0.6839999999999999,0.7374802808523848,0.6839999999999999,0.1148960694338039,0.0128147481596463,0.0029539363957602,0.0544396172864798,0.7,0.4779754757601914,0.7,8.0,0.5120788207614911,0.48230833205495105,0.25008729624327236,0.12352941894011321,0.05693511007295117,0.4616903498049364,0.09290144631381807,0.3856110063496652,0.17070435254691296,0.17166153634957398,0.05133986074191281,0.18379113428138474,1.9317441790178065,0.022973891785173093,0.2750106348736999,0.12072751514039978,0.0,0.25,0.7853981633974483,0.5487747145691466,1.9745524285679936,0.06765715483113927,0.021260757267091885,3.1822551746950842
32,2,2105,0.0834897831831185,0.922943635944735,0.1291777904529225,0.012951235673065,0.1291777904529225,0.137419906365175,0.0091579065691694,0.1112282935773505,0.1471272873284946,1.0,0,"[[0.272229667986514, 0.15372735152664496], [0.9796847721640042, 0.45050873952904513], [0.7497251102856226, 0.9758551596596663], [0.8166587883507223, 0.7744275168831884], [0.37867300273177906, 0.6850544532123043], [0.7449357966856764, 0.34769050498984955], [0.5622583775764535, 0.3474575725611519], [0.6637592506624349, 0.7467877448653476]]",0.0861140546308535,0.0049750649630247,0.0018352016242095,0.0130842513249747,0.4669999999999999,0.0,0.4669999999999999,0.1472779140819154,0.0057089787802791,0.0018412375662993,0.008212797293124,0.4619999999999999,0.615450344428526,0.4619999999999999,0.1360412790170058,0.0049205725964837,0.0018854298335336,0.0080761331731041,0.4590000000000001,0.5025418139665689,0.4590000000000001,8.0,0.6459905958054009,0.5601886304033997,0.31890910352176577,0.1132624808179639,0.18744320370024495,0.5521847538552311,0.155377687016155,0.4741702520621863,0.19222029710595584,0.2231401073516484,0.065344931857089,0.30458657800634237,2.3540162293022795,0.038073322250792796,0.19402602614375947,0.02031522783599582,0.25,0.25,0.7853981633974483,0.40594392687815134,1.2642736272268054,0.09113509433785333,0.03975794094225629,2.292248848355006
33,45,213,0.0936165037083879,0.9143973199097306,0.1305138331420447,0.0015196887935054,0.1305138331420447,0.1314809571681075,0.0010745822511808,0.1284076519297302,0.1326200143543592,1.0,0,"[[0.7642781973651931, 0.3330270166238924], [0.27949122615462335, 0.2555644867235565], [0.48646556684458847, 0.3855411876946755], [0.8915199755501655, 0.7143553363551312], [0.5170929549761962, 0.9381100884977573], [0.28447274020584884, 0.3947078119300434], [0.34205510510084997, 0.6202548169944403], [0.5271061524908897, 0.45586018606555156]]",0.086529680594051,0.0160729863833009,0.0026835250456871,0.1073227890718854,0.6859999999999999,0.0,0.6859999999999999,0.1546596526837936,0.0134959855688208,0.0026041082899502,0.0658804369103727,0.663,0.7827232810471249,0.663,0.1262063466065405,0.0137051917931054,0.0026419092866818,0.0739178272144354,0.672,0.4866366213531249,0.672,8.0,0.5115602398360444,0.5121776163606311,0.26954437047317537,0.12599058302275112,0.05842369686448487,0.43040124445233574,0.08121833988427499,0.41350108012275555,0.17710477600573524,0.21320461887147632,0.11571098097582512,0.26728577591670233,2.0640017815911875,0.03341072198958779,0.2661981805471708,0.061889911502242656,0.125,0.25,0.7853981633974483,0.2870685513206348,1.105670096459261,0.0655405112952692,0.03563411117809439,1.8392632544616232
34,4,550,0.0839925446611164,0.9225155698027658,0.1312082616191869,0.0092935325817409,0.1312082616191869,0.1371226295379413,0.0065715199097271,0.1183280825961217,0.1440884406422521,1.0,0,"[[0.28836856762798835, 0.6976228896766088], [0.6372195441394609, 0.8927273252890774], [0.7987107538352851, 0.910935384488802], [0.3373413411190676, 0.30235327518305655], [0.9171778579034184, 0.5636348442644333], [0.4866592926577101, 0.5392456426071444], [0.5026011832875548, 0.03400990923093708], [0.9181901272816776, 0.32465211412288864]]",0.0762746477169304,0.0022475021867296,0.001874416479361,0.0048775724430069,0.508,0.0,0.508,0.1579160002018601,0.0022920180365272,0.0018849603823367,0.0049721866314295,0.475,0.7664293609599401,0.475,0.132726398356097,0.002981366535951,0.0018950765808469,0.0051376859600825,0.481,0.5199347762689426,0.481,8.0,0.6107835834815203,0.5331476731078685,0.3520768372094806,0.10275826340328569,0.1242739908610322,0.5107268732304877,0.16251444313919097,0.5218110544657877,0.1875672542295776,0.2382157119730432,0.049514612647776,0.3840216221408712,2.388729515313367,0.0480027027676089,0.18080692680898278,0.03400990923093708,0.5,0.625,0.7853981633974483,0.2911127027624142,1.18826114332136,0.09684884647804932,0.05688527923291077,1.7025291566472223
35,27,1136,0.0907919017122918,0.916765148723813,0.1317622828338516,0.020055482765813,0.1317622828338516,0.1445255139111604,0.0141813678636763,0.103966801821046,0.1595577638466573,1.0,0,"[[0.8962118876513651, 0.6349288691659213], [0.12411658262896733, 0.8794322505750877], [0.5066395252493792, 0.7989714732187049], [0.8951678113934562, 0.3693465416972382], [0.6577641523439963, 0.16256489016360404], [0.7626092886883918, 0.7673935118568569], [0.4625776595475111, 0.6695388126613869], [0.5458662404616458, 0.6044979327550706]]",0.0874575748149879,0.0145025532858388,0.0023441150393071,0.0532714194545349,0.5670000000000001,0.0,0.5670000000000001,0.1535779113761133,0.0129298533958813,0.0023645596225179,0.0432459406379563,0.549,0.671356951565798,0.549,0.1324357337681921,0.0100405920687746,0.002381408113696,0.0317054486487205,0.5609999999999999,0.5255583274262738,0.5609999999999999,8.0,0.606369143495589,0.6108342852617339,0.29009750868415907,0.15142798719910855,0.06083379520154431,0.5520076081295332,0.10567546436935218,0.44910417743446235,0.20754691803723083,0.21195838272280687,0.09673613787335524,0.27772732501001895,2.310492268248136,0.03471591562625237,0.20641890125645945,0.10378811234863494,0.0,0.375,0.7853981633974483,0.4255318723486481,1.5806022504994797,0.09264552955731056,0.029739613130608474,3.1152230915189123
36,33,2562,0.0920866230401156,0.9156782794539065,0.1323555626756751,0.0127493538464529,0.1323555626756751,0.1404692017801914,0.0090151545605736,0.1146858597369507,0.1500252656143995,1.0,0,"[[0.42754444829798427, 0.49221321261445145], [0.7563571287484026, 0.7381256661860788], [0.4268629436722737, 0.7153119802680104], [0.7508658470423888, 0.36711382700611983], [0.9185876420471778, 0.25352101655871984], [0.8299856355030847, 0.6928249408797689], [0.12834168866614187, 0.16246098297230072], [0.5821340529103424, 0.546909111140303]]",0.0977624994687005,0.0172063476631196,0.0027018361235685,0.1075654767343224,0.615,0.0,0.615,0.150984097310238,0.0100327481955341,0.0026564561664012,0.0264475079014447,0.5970000000000001,0.7808510825181425,0.5970000000000001,0.1296915566135238,0.0119064950655405,0.0027773398632386,0.0476620302130156,0.6000000000000001,0.5003502477012586,0.6000000000000001,8.0,0.6025849233609745,0.4960600922032191,0.28412981492155587,0.14702501708241483,0.054807488804473226,0.5798232587034434,0.0864483239872354,0.43919912628066243,0.2025785950923704,0.1967945815041492,0.1054757936786181,0.30070597740873506,2.288654872167542,0.03758824717609188,0.25033048130558994,0.0814123579528222,0.125,0.25,0.7853981633974483,0.5575821913432316,1.8127973895007496,0.07694911697415674,0.040017862883491184,1.9228692246307095
37,31,2244,0.0918610904917126,0.9158674200485124,0.1354481325031807,0.0068556697171523,0.1354481325031807,0.139811053995097,0.0048476905465736,0.1259466590318963,0.1449496059744651,1.0,0,"[[0.73030787938661, 0.8913458090295584], [0.5637619930785372, 0.47256534037646153], [0.1126181644184064, 0.959169344888628], [0.5459791605888795, 0.8494114795395811], [0.2980174264196139, 0.6184128112799931], [0.8050560172247018, 0.21926499597502158], [0.9663496577747119, 0.7328565521990729], [0.8529255015435567, 0.7538853670829339]]",0.0893274456377123,0.0051723868690028,0.0018210456169734,0.0059995718222035,0.432,0.0,0.432,0.1570894811205264,0.0056362240240126,0.0018031282098713,0.005823301363016,0.424,0.6640618990081597,0.424,0.1382861221339577,0.0051628983492927,0.0018235685778135,0.0059608986126143,0.4229999999999999,0.4762454829299164,0.4229999999999999,8.0,0.6093769750543772,0.6871139625464064,0.3294637851329303,0.13198136350625103,0.17424054321871094,0.5663774774881472,0.11535705558035536,0.49487353012123847,0.20741565608727203,0.24349866918058738,0.09912290060517503,0.3278175492921501,2.4772634363990904,0.040977193661518765,0.17624970291754233,0.033650342225288066,0.25,0.5,0.7853981633974483,0.3300922114351266,1.3021004348137604,0.09646966468828813,0.04749086791409675,2.0313308416006643
38,24,1475,0.0904528698082529,0.9170501795055496,0.1358474011889988,0.0026799850607228,0.1358474011889988,0.137552933237923,0.0018950356099157,0.1321331313935639,0.1395616709844337,1.0,0,"[[0.6718584858860428, 0.9589083643280844], [0.7321500211060666, 0.3167128982971212], [0.7138850567103052, 0.5237895775893135], [0.24609033072977735, 0.5300474956008574], [0.33177093156569604, 0.937144960464732], [0.4959346877697336, 0.49847236565106806], [0.7481194619675096, 0.8883880244020438], [0.5284747354273684, 0.5894122707814503]]",0.0978878509390056,0.0223374678811604,0.0027441902745818,0.1192866346416114,0.653,0.0,0.653,0.1572959513837098,0.0145975663220435,0.0025712399302781,0.0574967634832533,0.628,0.7767801749381426,0.628,0.1309098510495698,0.0133398240829128,0.002618634780992,0.0665105409125633,0.632,0.4975376793849004,0.632,8.0,0.5585354638953124,0.6553594946393337,0.2685351268735904,0.10157665812081695,0.07247540086529529,0.3805568705064352,0.09658633985550995,0.4040381148053463,0.15862594002059885,0.17476097340925617,0.08467174570701505,0.24029490609281767,1.9633830288433867,0.03003686326160221,0.2402670400883536,0.04109163567191565,0.25,0.375,0.7853981633974483,0.48257367243686955,1.5905461262934937,0.057680622377534005,0.0365238711539044,1.5792581825316165
39,50,1565,0.094047102957472,0.9140374279103338,0.1367853605851287,1.726844626735205e-05,0.1367853605851287,0.1367963501570393,1.2210635456200158e-05,0.1367614277396346,0.1368092934306229,1.0,0,"[[0.23998192672695232, 0.7106052856304749], [0.4043221133637562, 0.42387917323686836], [0.9241453844406304, 0.2089597227776753], [0.9647812078361615, 0.7555857149361488], [0.9367769769429967, 0.3222830926871788], [0.3826259456417327, 0.79171113145044], [0.5883313776562522, 0.4683792087674485], [0.595552475036573, 0.37576160292239996]]",0.0898368493578796,0.0152465548829117,0.00246428966862,0.0890863322018977,0.625,0.0,0.625,0.162212400875113,0.0163507697244477,0.0025588056275045,0.0717729604812405,0.603,0.7377266635473934,0.603,0.1328797912324093,0.0129415041681116,0.0025829638554644,0.0648753946111534,0.6080000000000001,0.4879349597341312,0.6080000000000001,8.0,0.6295646759556319,0.5071456165510794,0.3054597814066784,0.13523558050304055,0.05659522295293471,0.4395117238919497,0.09289868222878538,0.46265837562656514,0.20253396078339866,0.17069346312762518,0.10511883792722547,0.28138117514555805,2.188580856918636,0.035172646893194756,0.22678994558582846,0.0352187921638385,0.375,0.375,0.7853981633974483,0.4494008284926121,1.64771723235543,0.09490333872886347,0.03263305017514809,2.9081970033293953
40,13,2960,0.0877252428890234,0.9193498142453482,0.1386335510549028,0.0182779729318251,0.1386335510549028,0.1502655818006967,0.0129244786064377,0.1133015729862848,0.1639655291235207,1.0,0,"[[0.6447609001532222, 0.8349083530640584], [0.4093980204375493, 0.45303509485727095], [0.7928617859212564, 0.8556211949033236], [0.47048995565901, 0.601513556230811], [0.6028002015079751, 0.29876828272708483], [0.49186082010938037, 0.11047086202065672], [0.9605646365352903, 0.8280617819680516], [0.8089709697768327, 0.2831126156291259]]",0.1020446090361919,0.0171344130808838,0.0023831141015774,0.0974470771659807,0.5660000000000001,0.0,0.5660000000000001,0.1594543162681596,0.0114734735734629,0.0024260781527594,0.0460148990564945,0.558,0.7418678344315297,0.558,0.1335809626471,0.0099607328401105,0.0024018723056322,0.0476750843971398,0.552,0.4759610754990835,0.552,8.0,0.6477134112625645,0.5331864676750478,0.3141742506285303,0.08591014110060687,0.18993879078948614,0.4505313678678992,0.14954228225600527,0.4534287787639858,0.19205378404089965,0.1777781328432196,0.026437737813881687,0.25387689162393057,2.0503799235679527,0.03173461145299132,0.21963230683437185,0.03943536346470966,0.125,0.375,0.7853981633974483,0.47305799245168895,1.7538850995710105,0.09562256605643918,0.025618590631474834,3.7325459246363817
41,30,1584,0.0918100670876003,0.9159102211499996,0.1390028519505273,0.0003503229622702,0.1390028519505273,0.1392257961185313,0.0002477157422266,0.1385173290957631,0.1394883748052916,1.0,0,"[[0.38585770332887326, 0.6940557801099249], [0.9433870908070368, 0.7339300290330256], [0.9278436887984955, 0.2559962321961875], [0.7183140617888305, 0.8898666321621718], [0.5819050963137239, 0.5481919135249651], [0.6458921686686119, 0.3829622143813926], [0.7117862027281558, 0.5822022434366962], [0.4460081305765945, 0.6062382153869252]]",0.1180863432367785,0.0256959578888645,0.0027583998921615,0.1625772072892985,0.615,0.0,0.615,0.1508625191051213,0.0130189912197751,0.0027094239235511,0.056263246569369,0.6080000000000001,0.6932499908541178,0.6080000000000001,0.1362000263550882,0.0168772471075097,0.002804335383327,0.0919700015910879,0.607,0.4206426467938251,0.607,8.0,0.6701242678762903,0.5866804075289112,0.23859971777130187,0.11564354763169597,0.04190191844340651,0.41925090785347185,0.10644246601785225,0.37087443509092893,0.15213582307648552,0.18943002833737346,0.07794399043722627,0.2102885837006187,1.8531747151437314,0.026286072962577338,0.24987814062811925,0.056612909192963246,0.25,0.375,0.7853981633974483,0.3161621111822773,1.367262318135226,0.04834959533633705,0.031996982297250634,1.5110673527638114
