feature,target,bin,bin_left,bin_right,bin_center,count,mean,std,se
min_pairwise_dist,rough_J_t,"(0.079, 0.1]",0.079,0.1,0.0895,15,0.13474044232914695,0.015559731053078719,0.004017505282669351
min_pairwise_dist,rough_J_t,"(0.1, 0.12]",0.1,0.12,0.11,12,0.12196545053454295,0.01091888208901947,0.0031520097566725873
min_pairwise_dist,rough_J_t,"(0.12, 0.14]",0.12,0.14,0.13,6,0.12517302316333137,0.011670174674592398,0.0047643288603170155
min_pairwise_dist,rough_J_t,"(0.14, 0.16]",0.14,0.16,0.15000000000000002,6,0.12967679700836213,0.005434150059197485,0.0022184824717914734
min_pairwise_dist,rough_J_t,"(0.16, 0.18]",0.16,0.18,0.16999999999999998,7,0.12924941510014767,0.012355797611177046,0.004670052532717201
