feature,target,bin,bin_left,bin_right,bin_center,count,mean,std,se
min_pairwise_dist,mean_J,"(0.079, 0.1]",0.079,0.1,0.0895,15,0.1344235856798828,0.014190154585596767,0.0036638821593416725
min_pairwise_dist,mean_J,"(0.1, 0.12]",0.1,0.12,0.11,12,0.1207667974528499,0.012584741580603465,0.0036329019696216434
min_pairwise_dist,mean_J,"(0.12, 0.14]",0.12,0.14,0.13,6,0.11878510316686856,0.011157855305509279,0.004555175353717308
min_pairwise_dist,mean_J,"(0.14, 0.16]",0.14,0.16,0.15000000000000002,6,0.12668094326876447,0.006585250885798833,0.0026884174164030134
min_pairwise_dist,mean_J,"(0.16, 0.18]",0.16,0.18,0.16999999999999998,7,0.125040627736817,0.009658835655765972,0.0036506967285143193
