feature,target,bin,bin_left,bin_right,bin_center,count,mean,std,se
fraction_near_boundary_0p1L,flat_J_t,"(-0.001, 0.02]",-0.001,0.02,0.0095,214,0.07774899321985776,0.03865175705092982,0.0026421797174791925
fraction_near_boundary_0p1L,flat_J_t,"(0.12, 0.14]",0.12,0.14,0.13,849,0.08351111287702863,0.041275391168013355,0.001416567757680354
fraction_near_boundary_0p1L,flat_J_t,"(0.24, 0.26]",0.24,0.26,0.25,1512,0.09096150208172656,0.04515074515249923,0.0011611518717192188
fraction_near_boundary_0p1L,flat_J_t,"(0.36, 0.38]",0.36,0.38,0.37,1389,0.10073130023388212,0.049845367796565676,0.0013374380726261998
fraction_near_boundary_0p1L,flat_J_t,"(0.48, 0.5]",0.48,0.5,0.49,752,0.10897045172470926,0.054143922297371805,0.0019744256913922006
fraction_near_boundary_0p1L,flat_J_t,"(0.62, 0.64]",0.62,0.64,0.63,218,0.11990222202299815,0.05563500295734539,0.003768077865232875
fraction_near_boundary_0p1L,flat_J_t,"(0.74, 0.76]",0.74,0.76,0.75,36,0.16841594053478,0.09355648953419171,0.015592748255698619
fraction_near_boundary_0p1L,flat_J_t,"(0.86, 0.88]",0.86,0.88,0.87,5,0.14985015663367965,0.056832807863492,0.025416404346990537
