feature,target,bin,bin_left,bin_right,bin_center,count,mean,std,se
std_radius,J_universal,"(0.04, 0.06]",0.04,0.06,0.05,30,0.15370508393933804,0.022526980443214488,0.0041128451137420995
std_radius,J_universal,"(0.06, 0.08]",0.06,0.08,0.07,202,0.16195286942547127,0.08489075416016276,0.005972892619739332
std_radius,J_universal,"(0.08, 0.1]",0.08,0.1,0.09,651,0.1568206501965245,0.07403293433138042,0.002901579464394228
std_radius,J_universal,"(0.1, 0.12]",0.1,0.12,0.11,1142,0.14981253937388472,0.04318047022709331,0.0012777747900997423
std_radius,J_universal,"(0.12, 0.14]",0.12,0.14,0.13,1301,0.14906118448007333,0.06134898315328461,0.0017008605982690183
std_radius,J_universal,"(0.14, 0.16]",0.14,0.16,0.15000000000000002,987,0.1466738050909662,0.04241568841232603,0.001350106237514294
std_radius,J_universal,"(0.16, 0.18]",0.16,0.18,0.16999999999999998,523,0.1499734060318038,0.04421265940272391,0.0019332846119853467
std_radius,J_universal,"(0.18, 0.2]",0.18,0.2,0.19,141,0.15510056932269334,0.04885003895868851,0.0041139154153233826
std_radius,J_universal,"(0.2, 0.22]",0.2,0.22,0.21000000000000002,20,0.152278404086863,0.04043825689959085,0.009042269131908504
