reeval_rank,original_rank,sample_id,coarse_J,coarse_display_score,mean_J,std_J,median_J,p95_J,sem_J,ci95_low,ci95_high,valid_repeat_rate,failure_count,layout_json,flat_J_t,flat_mean_err,flat_median_err,flat_p95_err,flat_valid_rate,flat_dgeom,flat_usable_event_rate,hill_J_t,hill_mean_err,hill_median_err,hill_p95_err,hill_valid_rate,hill_dgeom,hill_usable_event_rate,rough_J_t,rough_mean_err,rough_median_err,rough_p95_err,rough_valid_rate,rough_dgeom,rough_usable_event_rate
26,10,1892,0.0872656784189633,0.919738404190354,0.12266103793686636,0.006856846053439378,0.12266103793686636,0.12702470804461163,0.004848522341939199,0.11315793414666553,0.1321641417270672,1.0,0,"[[0.5283912685582366, 0.0678077699793085], [0.8331348435114105, 0.7372605299366111], [0.6982333349800935, 0.3420324420412882], [0.5541829113118938, 0.368485239207514], [0.3371146179246369, 0.6220949099795381], [0.8911918532919268, 0.9571257183557255], [0.9174094731002314, 0.480897400177296], [0.4602863342335115, 0.9486109513315]]",0.07594072664507001,0.007747305007430269,0.0021026985686855987,0.01701479797242128,0.5509999999999999,0.0,0.5509999999999999,0.14319445985398432,0.005204655089479183,0.0020586490443172114,0.01034036801951818,0.533,0.6770025465786325,0.533,0.12831450539442674,0.006161264285257804,0.0020777757354125594,0.010247463012841112,0.523,0.5091769756220836,0.523
27,35,3823,0.0921832213969519,0.915597292110892,0.12440509684162415,0.00033820844669624493,0.12440509684162415,0.1246203313791263,0.00023914948611348377,0.12393636384884173,0.12487382983440658,1.0,0,"[[0.44379575244428426, 0.4204312809758916], [0.6212973682572338, 0.3769629738363132], [0.4852308055606169, 0.16425643919053032], [0.8390528507963422, 0.5790840313631307], [0.833116310705737, 0.3172283277277879], [0.6251825867849938, 0.9024712834937455], [0.2844692500388591, 0.860500077791094], [0.8668319770615498, 0.9771558659651861]]",0.07566808014295792,0.008359501446986342,0.002152697049807463,0.008687681639380253,0.538,0.0,0.538,0.14445976094731325,0.005427557145420526,0.002043183018318932,0.006746500079490449,0.512,0.6679341020802689,0.512,0.13303278532891222,0.005751569558378849,0.0020124989903874723,0.0068384597959850295,0.511,0.5504304108884623,0.511
28,12,4733,0.0874870164982471,0.919551208271011,0.12639550743556105,0.014890526871978225,0.12639550743556105,0.13587178070951572,0.010529192526616313,0.10575829008339308,0.14703272478772902,1.0,0,"[[0.8749095325703975, 0.7941309932314911], [0.8295051306829324, 0.9381465985992499], [0.3340204845972743, 0.8923493037517022], [0.6994700278174452, 0.27419367366067493], [0.5221673406218096, 0.039167371902799314], [0.5577661234142307, 0.26544062810446417], [0.19629041970693334, 0.14231468123894533], [0.52980674913613, 0.6278637309719961]]",0.08117909468302206,0.012347088416364602,0.0020666897980651244,0.011576349652193313,0.519,0.0,0.519,0.14647937731818156,0.007404280805648849,0.001994211234823918,0.005326050360396271,0.507,0.6759963584752071,0.507,0.13144418042285896,0.008092285059578036,0.002067895090025801,0.013134088890326617,0.506,0.4976242547895088,0.506
29,16,833,0.0883154154401842,0.9188512684951138,0.12819708515718198,0.004373168794165042,0.12819708515718198,0.1309801527358467,0.003092297309627498,0.12213618243031209,0.13425798788405188,1.0,0,"[[0.4186323705014458, 0.5570650301629902], [0.5773009200621386, 0.5940127711774877], [0.14446109152161293, 0.062038215564069576], [0.7871950897349701, 0.2781660660229858], [0.8752508673386319, 0.6396973027904383], [0.4069782690818834, 0.9617810433563412], [0.8346747863756792, 0.20485362462138984], [0.540331402331155, 0.8710699656976509]]",0.08570785436703729,0.015283947072366355,0.0023892017038581372,0.05376692728157478,0.5820000000000001,0.0,0.5820000000000001,0.14711004743405567,0.008985534897775808,0.0024230010607825102,0.010964535801164967,0.565,0.7452719598970706,0.565,0.13229656145698213,0.010671598811069596,0.002376370380939713,0.03949981653866646,0.566,0.5054439703040086,0.566
30,22,187,0.090335343273246,0.9171490277458544,0.1289364564863451,0.006184461901492789,0.1289364564863451,0.13287222394002696,0.004373074948535401,0.12036522958721572,0.1375076833854745,1.0,0,"[[0.6606823639913848, 0.5076220308579663], [0.5920988393975962, 0.1662731761483517], [0.8640524965069413, 0.8285586224154694], [0.6899253694540818, 0.8616453469665759], [0.23580210507445462, 0.5904494957503703], [0.1935620547761555, 0.13932059652464857], [0.47883510198692736, 0.5987277420129323], [0.9764533449205669, 0.02764365791388418]]",0.07896814236800614,0.010069368042111192,0.002179391010809737,0.025123089163520372,0.554,0.0,0.554,0.15455568583623,0.011496169572292176,0.0022149371312819976,0.024616816356663865,0.541,0.7314736462169936,0.541,0.12766631190491423,0.01107585086255612,0.0022144711685154763,0.02222641823732427,0.538,0.467142535455667,0.538
31,20,1376,0.0900631052908721,0.9173780812746252,0.12909450680314508,0.012501052908888003,0.12909450680314508,0.13705012815860693,0.008839579283846523,0.1117689314068059,0.14642008219948427,1.0,0,"[[0.3701461264505664, 0.6890486780883609], [0.7554471457003957, 0.5732914554085359], [0.12851804261145333, 0.7392890873031642], [0.5402722264391797, 0.5317728510085641], [0.4707096807856582, 0.2631178278356465], [0.7667970752651362, 0.38050606055010944], [0.45199348595700867, 0.5607131811048279], [0.6127467828825306, 0.12072751514039978]]",0.08177000836666246,0.01756807964930813,0.002987993313155489,0.10371457508157933,0.7150000000000001,0.0,0.7150000000000001,0.15985597470605695,0.01849592565408105,0.0028717384213060373,0.10128260025493993,0.6839999999999999,0.7374802808523848,0.6839999999999999,0.11489606943380398,0.01281474815964638,0.0029539363957602244,0.05443961728647985,0.7,0.4779754757601914,0.7
32,2,2105,0.0834897831831185,0.922943635944735,0.12917779045292258,0.012951235673065026,0.12917779045292258,0.13741990636517504,0.0091579065691694,0.11122829357735055,0.1471272873284946,1.0,0,"[[0.272229667986514, 0.15372735152664496], [0.9796847721640042, 0.45050873952904513], [0.7497251102856226, 0.9758551596596663], [0.8166587883507223, 0.7744275168831884], [0.37867300273177906, 0.6850544532123043], [0.7449357966856764, 0.34769050498984955], [0.5622583775764535, 0.3474575725611519], [0.6637592506624349, 0.7467877448653476]]",0.08611405463085353,0.004975064963024701,0.001835201624209505,0.013084251324974715,0.46699999999999997,0.0,0.46699999999999997,0.14727791408191546,0.005708978780279178,0.0018412375662993855,0.008212797293124059,0.46199999999999997,0.615450344428526,0.46199999999999997,0.13604127901700586,0.004920572596483773,0.0018854298335336092,0.00807613317310418,0.4590000000000001,0.5025418139665689,0.4590000000000001
33,45,213,0.0936165037083879,0.9143973199097306,0.13051383314204473,0.001519688793505421,0.13051383314204473,0.13148095716810754,0.0010745822511808861,0.1284076519297302,0.13262001435435927,1.0,0,"[[0.7642781973651931, 0.3330270166238924], [0.27949122615462335, 0.2555644867235565], [0.48646556684458847, 0.3855411876946755], [0.8915199755501655, 0.7143553363551312], [0.5170929549761962, 0.9381100884977573], [0.28447274020584884, 0.3947078119300434], [0.34205510510084997, 0.6202548169944403], [0.5271061524908897, 0.45586018606555156]]",0.08652968059405107,0.016072986383300972,0.0026835250456871285,0.10732278907188543,0.6859999999999999,0.0,0.6859999999999999,0.15465965268379367,0.013495985568820873,0.002604108289950271,0.06588043691037271,0.663,0.7827232810471249,0.663,0.12620634660654056,0.01370519179310542,0.002641909286681882,0.07391782721443546,0.672,0.48663662135312497,0.672
34,4,550,0.0839925446611164,0.9225155698027658,0.13120826161918692,0.009293532581740937,0.13120826161918692,0.13712262953794135,0.006571519909727138,0.11832808259612172,0.1440884406422521,1.0,0,"[[0.28836856762798835, 0.6976228896766088], [0.6372195441394609, 0.8927273252890774], [0.7987107538352851, 0.910935384488802], [0.3373413411190676, 0.30235327518305655], [0.9171778579034184, 0.5636348442644333], [0.4866592926577101, 0.5392456426071444], [0.5026011832875548, 0.03400990923093708], [0.9181901272816776, 0.32465211412288864]]",0.07627464771693043,0.002247502186729654,0.0018744164793610915,0.004877572443006973,0.508,0.0,0.508,0.15791600020186014,0.00229201803652725,0.0018849603823367879,0.00497218663142959,0.475,0.7664293609599401,0.475,0.132726398356097,0.0029813665359510197,0.001895076580846962,0.005137685960082557,0.481,0.5199347762689426,0.481
35,27,1136,0.0907919017122918,0.916765148723813,0.13176228283385166,0.02005548276581305,0.13176228283385166,0.1445255139111604,0.014181367863676343,0.10396680182104603,0.1595577638466573,1.0,0,"[[0.8962118876513651, 0.6349288691659213], [0.12411658262896733, 0.8794322505750877], [0.5066395252493792, 0.7989714732187049], [0.8951678113934562, 0.3693465416972382], [0.6577641523439963, 0.16256489016360404], [0.7626092886883918, 0.7673935118568569], [0.4625776595475111, 0.6695388126613869], [0.5458662404616458, 0.6044979327550706]]",0.08745757481498793,0.014502553285838809,0.0023441150393071495,0.05327141945453495,0.5670000000000001,0.0,0.5670000000000001,0.15357791137611332,0.01292985339588134,0.0023645596225179075,0.04324594063795638,0.549,0.671356951565798,0.549,0.13243573376819212,0.010040592068774647,0.002381408113696063,0.031705448648720505,0.5609999999999999,0.5255583274262738,0.5609999999999999
36,33,2562,0.0920866230401156,0.9156782794539065,0.1323555626756751,0.012749353846452942,0.1323555626756751,0.1404692017801914,0.009015154560573668,0.11468585973695072,0.1500252656143995,1.0,0,"[[0.42754444829798427, 0.49221321261445145], [0.7563571287484026, 0.7381256661860788], [0.4268629436722737, 0.7153119802680104], [0.7508658470423888, 0.36711382700611983], [0.9185876420471778, 0.25352101655871984], [0.8299856355030847, 0.6928249408797689], [0.12834168866614187, 0.16246098297230072], [0.5821340529103424, 0.546909111140303]]",0.09776249946870054,0.017206347663119605,0.002701836123568547,0.10756547673432243,0.615,0.0,0.615,0.15098409731023804,0.010032748195534184,0.002656456166401226,0.026447507901444702,0.5970000000000001,0.7808510825181425,0.5970000000000001,0.1296915566135238,0.011906495065540576,0.002777339863238633,0.04766203021301564,0.6000000000000001,0.5003502477012586,0.6000000000000001
37,31,2244,0.0918610904917126,0.9158674200485124,0.13544813250318072,0.006855669717152336,0.13544813250318072,0.13981105399509705,0.004847690546573677,0.1259466590318963,0.14494960597446513,1.0,0,"[[0.73030787938661, 0.8913458090295584], [0.5637619930785372, 0.47256534037646153], [0.1126181644184064, 0.959169344888628], [0.5459791605888795, 0.8494114795395811], [0.2980174264196139, 0.6184128112799931], [0.8050560172247018, 0.21926499597502158], [0.9663496577747119, 0.7328565521990729], [0.8529255015435567, 0.7538853670829339]]",0.08932744563771239,0.005172386869002881,0.0018210456169734373,0.005999571822203591,0.432,0.0,0.432,0.15708948112052645,0.005636224024012648,0.0018031282098713427,0.005823301363016,0.42400000000000004,0.6640618990081597,0.42400000000000004,0.1382861221339577,0.005162898349292714,0.0018235685778135691,0.00596089861261435,0.42299999999999993,0.4762454829299164,0.42299999999999993
38,24,1475,0.0904528698082529,0.9170501795055496,0.1358474011889988,0.0026799850607228575,0.1358474011889988,0.137552933237923,0.0018950356099157737,0.1321331313935639,0.1395616709844337,1.0,0,"[[0.6718584858860428, 0.9589083643280844], [0.7321500211060666, 0.3167128982971212], [0.7138850567103052, 0.5237895775893135], [0.24609033072977735, 0.5300474956008574], [0.33177093156569604, 0.937144960464732], [0.4959346877697336, 0.49847236565106806], [0.7481194619675096, 0.8883880244020438], [0.5284747354273684, 0.5894122707814503]]",0.09788785093900562,0.02233746788116042,0.0027441902745818465,0.11928663464161146,0.653,0.0,0.653,0.15729595138370986,0.01459756632204357,0.0025712399302781144,0.05749676348325336,0.628,0.7767801749381426,0.628,0.13090985104956987,0.013339824082912875,0.0026186347809920717,0.06651054091256334,0.632,0.49753767938490046,0.632
39,50,1565,0.094047102957472,0.9140374279103338,0.13678536058512875,1.726844626735205e-05,0.13678536058512875,0.13679635015703934,1.2210635456200158e-05,0.1367614277396346,0.1368092934306229,1.0,0,"[[0.23998192672695232, 0.7106052856304749], [0.4043221133637562, 0.42387917323686836], [0.9241453844406304, 0.2089597227776753], [0.9647812078361615, 0.7555857149361488], [0.9367769769429967, 0.3222830926871788], [0.3826259456417327, 0.79171113145044], [0.5883313776562522, 0.4683792087674485], [0.595552475036573, 0.37576160292239996]]",0.08983684935787961,0.015246554882911772,0.0024642896686200904,0.08908633220189774,0.625,0.0,0.625,0.162212400875113,0.016350769724447742,0.002558805627504584,0.07177296048124057,0.603,0.7377266635473934,0.603,0.13287979123240937,0.012941504168111614,0.0025829638554644785,0.06487539461115344,0.6080000000000001,0.4879349597341312,0.6080000000000001
40,13,2960,0.0877252428890234,0.9193498142453482,0.13863355105490283,0.018277972931825148,0.13863355105490283,0.15026558180069677,0.012924478606437723,0.11330157298628489,0.16396552912352075,1.0,0,"[[0.6447609001532222, 0.8349083530640584], [0.4093980204375493, 0.45303509485727095], [0.7928617859212564, 0.8556211949033236], [0.47048995565901, 0.601513556230811], [0.6028002015079751, 0.29876828272708483], [0.49186082010938037, 0.11047086202065672], [0.9605646365352903, 0.8280617819680516], [0.8089709697768327, 0.2831126156291259]]",0.10204460903619195,0.017134413080883874,0.0023831141015774205,0.09744707716598071,0.5660000000000001,0.0,0.5660000000000001,0.15945431626815965,0.01147347357346293,0.002426078152759473,0.04601489905649455,0.558,0.7418678344315297,0.558,0.13358096264710004,0.009960732840110583,0.0024018723056322593,0.0476750843971398,0.552,0.4759610754990835,0.552
41,30,1584,0.0918100670876003,0.9159102211499996,0.13900285195052736,0.00035032296227026664,0.13900285195052736,0.13922579611853136,0.00024771574222666454,0.1385173290957631,0.13948837480529164,1.0,0,"[[0.38585770332887326, 0.6940557801099249], [0.9433870908070368, 0.7339300290330256], [0.9278436887984955, 0.2559962321961875], [0.7183140617888305, 0.8898666321621718], [0.5819050963137239, 0.5481919135249651], [0.6458921686686119, 0.3829622143813926], [0.7117862027281558, 0.5822022434366962], [0.4460081305765945, 0.6062382153869252]]",0.11808634323677858,0.02569595788886453,0.002758399892161519,0.16257720728929853,0.615,0.0,0.615,0.15086251910512133,0.013018991219775199,0.002709423923551132,0.05626324656936909,0.6080000000000001,0.6932499908541178,0.6080000000000001,0.13620002635508827,0.016877247107509707,0.002804335383327026,0.09197000159108792,0.607,0.4206426467938251,0.607
42,8,2540,0.0851310931739203,0.9215476418384448,0.14015962540782867,0.006513216013913453,0.14015962540782867,0.14430461069752257,0.0046055392107710175,0.13113276855471748,0.14918648226093986,1.0,0,"[[0.23945856581683025, 0.2601496685188726], [0.9127868417058, 0.2822636125362518], [0.8242686205023834, 0.9562849946124763], [0.9343941994461222, 0.6437756418626844], [0.3925647375478057, 0.9614253986267984], [0.2808708640919715, 0.8890012189426167], [0.4546459098454303, 0.560829848527109], [0.7899221969513105, 0.4485227790653434]]",0.08745982684162888,0.0077300898289554155,0.0018517290720663003,0.004937621395329798,0.45,0.0,0.45,0.1630898067540058,0.008008911903028828,0.0018939398148778313,0.004890824558115689,0.422,0.7131854903020812,0.422,0.14699906128167406,0.010010937130052952,0.0019111018238464408,0.0051500754434561065,0.42100000000000004,0.5409911694011339,0.42100000000000004
43,3,1885,0.0835580420803253,0.9228854949755142,0.14153452545158152,0.007712986837466848,0.14153452545158152,0.14644304021795937,0.005453905295975391,0.13084487107146975,0.15222417983169328,1.0,0,"[[0.6094884324782669, 0.8334432325126456], [0.6780281442603794, 0.2697742334130211], [0.46300775042764397, 0.36684797703016153], [0.8400734194261396, 0.9155456350045637], [0.8549546824715568, 0.8155065047820524], [0.39854171009284683, 0.24093346864345164], [0.9479620015095752, 0.13808441497730736], [0.49211844795134235, 0.6198650443589258]]",0.10541782038744633,0.019464929186303735,0.0025224864684695414,0.11469534084536553,0.585,0.0,0.585,0.16554809117734615,0.013216520972514356,0.0025264857162123474,0.07740914198200467,0.5720000000000001,0.7217791414511328,0.5720000000000001,0.12962409906418745,0.009352685143619706,0.0024659312534992643,0.046304445257417566,0.5700000000000001,0.47024057172333317,0.5700000000000001
44,38,160,0.0928483773867297,0.9150400189926136,0.1416538451841318,0.010779795212008296,0.1416538451841318,0.1485140648489238,0.0076224662942133425,0.12671381124747363,0.15659387912078995,1.0,0,"[[0.7221288247283233, 0.9022290669486491], [0.3486546211731363, 0.35625716354063147], [0.42710901250295846, 0.401784724637162], [0.9084208810034882, 0.8736507290784365], [0.9767027592368063, 0.06531941528310468], [0.9472125350789419, 0.6132056632646007], [0.6581969546845313, 0.5775032781882391], [0.42605128534663306, 0.6707838570439176]]",0.10463221879378715,0.01984028258852491,0.002580935657158733,0.10701363876316985,0.5760000000000001,0.0,0.5760000000000001,0.16341193234518203,0.011042423833293728,0.0024414336169439705,0.04518956965709042,0.5640000000000001,0.794859707230727,0.5640000000000001,0.13515929725237602,0.010560956399284163,0.0024970739277431443,0.049035737319104884,0.5619999999999999,0.49996145676966686,0.5619999999999999
45,17,2296,0.0894695747950115,0.9178778583038028,0.1417335349784125,0.013762632564703678,0.1417335349784125,0.1504920207105452,0.009731650813480777,0.12265949938399019,0.16080757057283485,1.0,0,"[[0.6440068416709215, 0.20378003209300943], [0.922225732373827, 0.36041038834505107], [0.8386637499358588, 0.9257131355796966], [0.36896405953396366, 0.83410384265047], [0.5206369640347593, 0.531870931288779], [0.5565727295639286, 0.6947359055183624], [0.35840805249298446, 0.5663587643434099], [0.9482941647237343, 0.6027156200813841]]",0.09135538204161306,0.01694837358755068,0.002168048775870253,0.08259537975738418,0.607,0.0,0.607,0.16091104715191742,0.014172380781375112,0.0021546737675225865,0.05947498981439022,0.5880000000000001,0.7489097885598157,0.5880000000000001,0.1524321220937421,0.019081291614739558,0.0022328088001245497,0.10791238268061601,0.5940000000000001,0.5057182606292451,0.5940000000000001
46,47,3304,0.0937085027087278,0.9143204039498228,0.14187045364596074,0.010246526479561435,0.14187045364596074,0.1483913031675356,0.007245388357305412,0.12766949246564213,0.15607141482627934,1.0,0,"[[0.640500302805217, 0.330833774288787], [0.7340845100883326, 0.3314036508658589], [0.2745495257837171, 0.7430403478847056], [0.18946255751960517, 0.5314128018883009], [0.5934534143697031, 0.7829331149593387], [0.7180486461452196, 0.6178608765218238], [0.5893204005763126, 0.5614743781712737], [0.8006306614789502, 0.5296353714153478]]",0.10946687168776212,0.024223501934249964,0.0033861177707541507,0.15355431939116543,0.65,0.0,0.65,0.15026134815610614,0.020400070027161585,0.0033512981340581265,0.12187104341083613,0.644,0.511200036206326,0.644,0.15106826757443625,0.024273221847594315,0.003399333955820441,0.1362573533872119,0.638,0.4496811172685523,0.638
47,11,4852,0.0872952681336127,0.9197133743776346,0.14285617701712378,0.018176597716092136,0.14285617701712378,0.15442369297067757,0.01285279550394866,0.11766469782938441,0.16804765620486314,1.0,0,"[[0.4652502257601509, 0.4817705471831559], [0.6227446748350446, 0.07453097498937587], [0.9246148707405881, 0.600080970015066], [0.31863413706521576, 0.9451528122609839], [0.08299560351972166, 0.6752316188397801], [0.5364692712896804, 0.5499505421641346], [0.6453345452743212, 0.9633400529600802], [0.7987890267344256, 0.7883960427585691]]",0.0903105545130114,0.008912292445275347,0.002082877366482382,0.034166743042125025,0.493,0.0,0.493,0.17213850980492568,0.0057863185924223485,0.002006207998572855,0.024888210763144916,0.491,0.8571820320939212,0.491,0.13683713394563238,0.007439660442166359,0.0019899392602069775,0.02547222178471371,0.48799999999999993,0.4904762021124339,0.48799999999999993
48,43,1019,0.0935079512942799,0.914488092031152,0.1487833892112727,0.013667301898031156,0.1487833892112727,0.15748120687863215,0.009664241852621602,0.12984147518013436,0.16772530324241106,1.0,0,"[[0.47008551925035574, 0.16619999057159615], [0.8603445388603996, 0.318625791501879], [0.7268841769780712, 0.40183161034797116], [0.8801478355674476, 0.47455165381228076], [0.4139830784167814, 0.05810941814758927], [0.9629488257748483, 0.4560309729978892], [0.2689680579117954, 0.13052101073857073], [0.761562006193114, 0.7406090663573238]]",0.14193542115381075,0.028234202833598454,0.0027962172251127532,0.18876676626230482,0.516,0.0,0.516,0.14205014705962377,0.0160903332038911,0.0028168594145053204,0.08729069143688882,0.506,0.3452228968680612,0.506,0.1555739943158282,0.015340134318436859,0.0029399475056235535,0.08657782712872536,0.5149999999999999,0.49947585733914,0.5149999999999999
49,39,4087,0.0931474871555352,0.9147896434378556,0.15535953874886427,0.024893968382848138,0.15535953874886427,0.17120196321760414,0.01760269385415543,0.12085825879471962,0.18986081870300892,1.0,0,"[[0.46682465418140767, 0.9023380977692886], [0.9384883984312304, 0.23124279502100323], [0.5362386163660633, 0.2800860190527273], [0.44327241969814923, 0.2789350587120548], [0.612524261674123, 0.8898546247684574], [0.6743611155458556, 0.33274933795114686], [0.9267503678321164, 0.7140196816097583], [0.935746357182498, 0.8648911971943112]]",0.12112785717757338,0.025918989274224778,0.0024678672013673827,0.11288104001390742,0.496,0.0,0.496,0.16332788362503758,0.021018681122758717,0.0023634746303776294,0.07345691873415854,0.472,0.526324014995486,0.472,0.16849120709642304,0.02145213793008379,0.002350133490761538,0.09053745733542547,0.483,0.5412650782725767,0.483
50,28,4836,0.0913299764730896,0.9163131422741216,0.15544278699867764,0.014176430935958014,0.15544278699867764,0.16446461240173244,0.010024250447838666,0.13579525612091387,0.17509031787644141,1.0,0,"[[0.4207932485629431, 0.5691898939564497], [0.6383807494708995, 0.7635863255887979], [0.7270689340244336, 0.7666768392198817], [0.7394401182067141, 0.6665906271148256], [0.7266575554823591, 0.4658166610089457], [0.7926578476846922, 0.05539690364520386], [0.7513237745174188, 0.29652404239404795], [0.3229569252334606, 0.18206271924157913]]",0.12114559565772415,0.026574723243314877,0.0027449108971228163,0.1584565673274415,0.589,0.0,0.589,0.1751962239005411,0.023312038790499805,0.002824781318240334,0.15233834802570784,0.5779999999999998,0.5570430203710384,0.5779999999999998,0.15023310453590427,0.01860383152413918,0.0025887425438169,0.10694816182558028,0.579,0.46626931802367544,0.579
