reeval_rank,original_rank,sample_id,repeat_idx,coarse_J,reeval_J,valid,failure_reason,terrain_master_seed,mc_base_seed,n_events,n_seeds,layout_json,flat_J_t,flat_mean_err,flat_median_err,flat_p95_err,flat_valid_rate,flat_dgeom,flat_usable_event_rate,hill_J_t,hill_mean_err,hill_median_err,hill_p95_err,hill_valid_rate,hill_dgeom,hill_usable_event_rate,rough_J_t,rough_mean_err,rough_median_err,rough_p95_err,rough_valid_rate,rough_dgeom,rough_usable_event_rate
19,5,1081,1,0.0840246928788716,0.11452353106377901,True,,310001,910001,100,5,"[[0.8081362355968982, 0.7496650219215876], [0.13828454956739825, 0.915725400632758], [0.6131255339787489, 0.5741610785344831], [0.4763154568427257, 0.3085720033503539], [0.051775907935835835, 0.19694001625305263], [0.8990520754435154, 0.2820287870272611], [0.27952134928582856, 0.6252514535681447], [0.6430437087350923, 0.39212297161735377]]",0.0629341360356728,0.0048986911865943426,0.0019541204815959933,0.01243241667235111,0.6199999999999999,0.0,0.6199999999999999,0.13761185460733222,0.0026598036661497288,0.001914506790032951,0.00561093537210647,0.584,0.7233166234593289,0.584,0.11993627900477882,0.0034295747786777368,0.001986790449514871,0.005086295154386469,0.5900000000000001,0.5536708180805792,0.5900000000000001
19,5,1081,2,0.0840246928788716,0.12233867487605597,True,,410004,1010004,100,5,"[[0.8081362355968982, 0.7496650219215876], [0.13828454956739825, 0.915725400632758], [0.6131255339787489, 0.5741610785344831], [0.4763154568427257, 0.3085720033503539], [0.051775907935835835, 0.19694001625305263], [0.8990520754435154, 0.2820287870272611], [0.27952134928582856, 0.6252514535681447], [0.6430437087350923, 0.39212297161735377]]",0.06476417262578431,0.003291806939468201,0.0023311452917408174,0.006942865010078694,0.592,0.0,0.592,0.15190055244647044,0.0028822568314078797,0.002254549980819978,0.00627623602801809,0.562,0.8302066606393146,0.562,0.12078942198549869,0.0037556433400404527,0.0022771803726506336,0.008398404656343285,0.5660000000000001,0.5147986108557749,0.5660000000000001
20,48,777,1,0.0937449114327509,0.11626374179783039,True,,310001,910001,100,5,"[[0.7032281626257518, 0.3880637194788733], [0.8434614726891783, 0.7339082746141239], [0.5917152065037193, 0.26350837283919765], [0.6852191862130594, 0.06941814361336729], [0.389349744119849, 0.4352979449008754], [0.20397002879225362, 0.2847799911954127], [0.5026232424620964, 0.8913124340821171], [0.49385355074578025, 0.6372293370877566]]",0.06801890430585592,0.012473689898177445,0.0019492696147645982,0.007019146172253574,0.5980000000000001,0.0,0.5980000000000001,0.13685458338507245,0.009721837600057789,0.0019300170495278903,0.006321424540775183,0.584,0.6818332910281386,0.584,0.12332689611532073,0.005553330759034052,0.0019318587260301826,0.005910898259911904,0.576,0.5545462779578183,0.576
20,48,777,2,0.0937449114327509,0.12339402797826067,True,,410004,1010004,100,5,"[[0.7032281626257518, 0.3880637194788733], [0.8434614726891783, 0.7339082746141239], [0.5917152065037193, 0.26350837283919765], [0.6852191862130594, 0.06941814361336729], [0.389349744119849, 0.4352979449008754], [0.20397002879225362, 0.2847799911954127], [0.5026232424620964, 0.8913124340821171], [0.49385355074578025, 0.6372293370877566]]",0.06453096663484988,0.004409680199637312,0.002009003916827642,0.005488701816710299,0.594,0.0,0.594,0.15330511427553967,0.008038678105750274,0.0020363909025665583,0.005344324669066336,0.5740000000000001,0.8418441172723217,0.5740000000000001,0.12243491672711347,0.0054967876027981945,0.0020416479293296494,0.0054629454236642455,0.5740000000000001,0.5442247867875502,0.5740000000000001
21,23,983,1,0.0903383520717033,0.11499328994480323,True,,310001,910001,100,5,"[[0.37979171430139497, 0.1033246903247359], [0.9010232550085571, 0.7177045658390353], [0.18827639195033974, 0.449204962714146], [0.5550374316002404, 0.3019694073321323], [0.7324305856181165, 0.9215181590055731], [0.671630273265729, 0.10504953460731532], [0.9722537832261344, 0.8827141631955474], [0.793453774106785, 0.3663819651445667]]",0.07734195362757315,0.006939893683336173,0.0023236531334184674,0.012396671566906247,0.53,0.0,0.53,0.12899181162432682,0.00472739602335028,0.0023081344256368833,0.007905288649872194,0.5199999999999999,0.5249289681885754,0.5199999999999999,0.12464758290298614,0.003908187239588354,0.0022669476001524213,0.007034480500707346,0.518,0.4847855449495918,0.518
21,23,983,2,0.0903383520717033,0.1247979662986694,True,,410004,1010004,100,5,"[[0.37979171430139497, 0.1033246903247359], [0.9010232550085571, 0.7177045658390353], [0.18827639195033974, 0.449204962714146], [0.5550374316002404, 0.3019694073321323], [0.7324305856181165, 0.9215181590055731], [0.671630273265729, 0.10504953460731532], [0.9722537832261344, 0.8827141631955474], [0.793453774106785, 0.3663819651445667]]",0.08111258336381313,0.006553843304287224,0.0021720274556463097,0.011544512922946287,0.502,0.0,0.502,0.13707273804785178,0.004077720038156185,0.002141709891914503,0.01058681752441907,0.488,0.5526171877335578,0.488,0.14050327189150635,0.005022831984664808,0.002127516425950433,0.0161993815292985,0.48599999999999993,0.5628318303961765,0.48599999999999993
22,6,2891,1,0.0842873220887118,0.11186492953008537,True,,310001,910001,100,5,"[[0.5432622380178218, 0.5371973123357652], [0.6467792658513096, 0.2001916979154007], [0.6610048528171668, 0.8259185887541224], [0.7019638257459307, 0.3081495351140075], [0.8744126287986427, 0.22529619025881795], [0.32825181457259595, 0.592387370667402], [0.4292147931377261, 0.8319979049458359], [0.8573934026368893, 0.4156753272707845]]",0.07049418367495389,0.013450275438047329,0.002810993005023742,0.0668051990927753,0.704,0.0,0.704,0.127327823127717,0.012975967527595797,0.0028692444799698043,0.05712248267344631,0.694,0.58451892938265,0.694,0.12230988818995356,0.01505539190301114,0.0030317245109611644,0.08468801886859292,0.702,0.4542855617302067,0.702
22,6,2891,2,0.0842873220887118,0.1294202420394755,True,,410004,1010004,100,5,"[[0.5432622380178218, 0.5371973123357652], [0.6467792658513096, 0.2001916979154007], [0.6610048528171668, 0.8259185887541224], [0.7019638257459307, 0.3081495351140075], [0.8744126287986427, 0.22529619025881795], [0.32825181457259595, 0.592387370667402], [0.4292147931377261, 0.8319979049458359], [0.8573934026368893, 0.4156753272707845]]",0.0742701111110961,0.014505036657435327,0.002929720541704625,0.063809482050834,0.6759999999999999,0.0,0.6759999999999999,0.15338153591442577,0.013003780747353522,0.003070543282624704,0.06569343334519556,0.6679999999999999,0.7802180457455801,0.6679999999999999,0.13664778521795437,0.014775341819479319,0.0030581124520112695,0.08246557763166655,0.654,0.5335920810968873,0.654
23,42,1411,1,0.0934890787538127,0.11057806036149698,True,,310001,910001,100,5,"[[0.32423186893249883, 0.7214866910139014], [0.2655529012620975, 0.15152706635576058], [0.7103351415255991, 0.3185840998946323], [0.9100885586441135, 0.9254012474947273], [0.3586665778524895, 0.3650580818858787], [0.7019939736963273, 0.5478393694640039], [0.7431629091606009, 0.8634854723195722], [0.508337618146721, 0.5932093624686674]]",0.061261421126172805,0.0070946938439508875,0.001842493393273493,0.00756269632131638,0.628,0.0,0.628,0.1329760433997581,0.006586274683717393,0.001899599417463313,0.008317111405439826,0.6100000000000001,0.6901708637045332,0.6100000000000001,0.11509873352029892,0.009420413645755028,0.0019361619681536417,0.00841514494921917,0.61,0.4983500389494341,0.61
23,42,1411,2,0.0934890787538127,0.13202333470315558,True,,410004,1010004,100,5,"[[0.32423186893249883, 0.7214866910139014], [0.2655529012620975, 0.15152706635576058], [0.7103351415255991, 0.3185840998946323], [0.9100885586441135, 0.9254012474947273], [0.3586665778524895, 0.3650580818858787], [0.7019939736963273, 0.5478393694640039], [0.7431629091606009, 0.8634854723195722], [0.508337618146721, 0.5932093624686674]]",0.07779004944027894,0.009674939436028639,0.0024684644447167735,0.027787755646886857,0.5660000000000001,0.0,0.5660000000000001,0.15856991133873322,0.010772295742928253,0.002462700198108573,0.020230692980989694,0.55,0.8015317036011858,0.55,0.13316346669487694,0.008412951013518086,0.0024701542080010916,0.013275203500757931,0.554,0.5849507768856642,0.554
24,37,3972,1,0.0926396345539173,0.11718728569630438,True,,310001,910001,100,5,"[[0.8175379429376534, 0.23949033980702716], [0.4309336162676848, 0.1551644007774899], [0.6259829396005657, 0.26558072054678544], [0.4658457913597233, 0.6251074996846469], [0.04845343494094823, 0.8598315863360316], [0.20085835876727967, 0.25972220472614316], [0.4285499830434068, 0.31449557846808907], [0.9684752764293646, 0.37359477569583555]]",0.06980768295562251,0.002965861194153917,0.0021880470472904006,0.007243484727510891,0.558,0.0,0.558,0.13657524031543988,0.0036047322972272305,0.0021811265070831205,0.008178716732770283,0.55,0.6499949576185656,0.55,0.12579097919871526,0.00317525167027174,0.0022029954663396524,0.008491678896057809,0.55,0.5431461227827565,0.55
24,37,3972,2,0.0926396345539173,0.12576241071999447,True,,410004,1010004,100,5,"[[0.8175379429376534, 0.23949033980702716], [0.4309336162676848, 0.1551644007774899], [0.6259829396005657, 0.26558072054678544], [0.4658457913597233, 0.6251074996846469], [0.04845343494094823, 0.8598315863360316], [0.20085835876727967, 0.25972220472614316], [0.4285499830434068, 0.31449557846808907], [0.9684752764293646, 0.37359477569583555]]",0.073488153323212,0.004620439455842724,0.0023770082704123252,0.00902985189360925,0.542,0.0,0.542,0.1494661033338685,0.003195353274234465,0.0023279262531006044,0.008623746504059986,0.54,0.7644107040924503,0.54,0.13062928288902886,0.00514391139961681,0.002349544550854249,0.008394221494965926,0.54,0.5679625631071152,0.54
25,49,2990,1,0.0937490489803955,0.11419381849815731,True,,310001,910001,100,5,"[[0.8450760339419418, 0.20665409680766827], [0.47886365214556714, 0.8245602716412149], [0.39844762998936206, 0.3597163085843969], [0.5868779076317018, 0.4051260762149461], [0.35607452538898116, 0.02577971258295275], [0.747008930994715, 0.8471491610170478], [0.6152547564958925, 0.9585610731177227], [0.5945890711306184, 0.5458636580085054]]",0.072388166649814,0.012144377559736052,0.0023547706014989014,0.06807732249310923,0.69,0.0,0.69,0.13300492223983723,0.012514022923150176,0.002351557997302943,0.0617862782676753,0.678,0.6053772844411709,0.678,0.11837726286314079,0.01071141962474521,0.0022845688007081494,0.06467474641516197,0.6739999999999999,0.45254700107456847,0.6739999999999999
25,49,2990,2,0.0937490489803955,0.12929203055021254,True,,410004,1010004,100,5,"[[0.8450760339419418, 0.20665409680766827], [0.47886365214556714, 0.8245602716412149], [0.39844762998936206, 0.3597163085843969], [0.5868779076317018, 0.4051260762149461], [0.35607452538898116, 0.02577971258295275], [0.747008930994715, 0.8471491610170478], [0.6152547564958925, 0.9585610731177227], [0.5945890711306184, 0.5458636580085054]]",0.09034220405802358,0.015374948229693394,0.0025548442717755076,0.10707825784887182,0.6579999999999999,0.0,0.6579999999999999,0.15213186697807424,0.012190706061645787,0.0026190356396128406,0.050307296070397876,0.6479999999999999,0.7875386042921424,0.6479999999999999,0.12256218418667816,0.011912802108787712,0.002563441461936078,0.03834214249764865,0.6460000000000001,0.5259878048842911,0.6460000000000001
26,10,1892,1,0.0872656784189633,0.11781251559492716,True,,310001,910001,100,5,"[[0.5283912685582366, 0.0678077699793085], [0.8331348435114105, 0.7372605299366111], [0.6982333349800935, 0.3420324420412882], [0.5541829113118938, 0.368485239207514], [0.3371146179246369, 0.6220949099795381], [0.8911918532919268, 0.9571257183557255], [0.9174094731002314, 0.480897400177296], [0.4602863342335115, 0.9486109513315]]",0.0715111786797651,0.007002005157887998,0.0019625986266050876,0.012867587862385035,0.5700000000000001,0.0,0.5700000000000001,0.1367746636901575,0.0033631916488017,0.0020037780336389305,0.00866515617175577,0.55,0.6516168059667,0.55,0.12618955631962853,0.007086005711499697,0.0019967294924415294,0.012179434445363704,0.5379999999999999,0.5004702341584452,0.5379999999999999
26,10,1892,2,0.0872656784189633,0.12750956027880556,True,,410004,1010004,100,5,"[[0.5283912685582366, 0.0678077699793085], [0.8331348435114105, 0.7372605299366111], [0.6982333349800935, 0.3420324420412882], [0.5541829113118938, 0.368485239207514], [0.3371146179246369, 0.6220949099795381], [0.8911918532919268, 0.9571257183557255], [0.9174094731002314, 0.480897400177296], [0.4602863342335115, 0.9486109513315]]",0.08037027461037491,0.00849260485697254,0.00224279851076611,0.02116200808245753,0.5319999999999999,0.0,0.5319999999999999,0.14961425601781117,0.007046118530156666,0.0021135200549954928,0.01201557986728059,0.516,0.702388287190565,0.516,0.13043945446922492,0.005236522859015911,0.002158821978383589,0.00831549158031852,0.5080000000000001,0.5178837170857222,0.5080000000000001
27,35,3823,1,0.0921832213969519,0.12464424632773764,True,,310001,910001,100,5,"[[0.44379575244428426, 0.4204312809758916], [0.6212973682572338, 0.3769629738363132], [0.4852308055606169, 0.16425643919053032], [0.8390528507963422, 0.5790840313631307], [0.833116310705737, 0.3172283277277879], [0.6251825867849938, 0.9024712834937455], [0.2844692500388591, 0.860500077791094], [0.8668319770615498, 0.9771558659651861]]",0.07777621019913698,0.012020913445985552,0.002243907206495888,0.010222663828144987,0.538,0.0,0.538,0.14113996682611368,0.008267800803048652,0.0021444762152710603,0.006847003065925903,0.518,0.6306535554496403,0.518,0.13852084145958624,0.008717517321285095,0.002103073020715946,0.006600486555233301,0.52,0.6061781269843796,0.52
27,35,3823,2,0.0921832213969519,0.12416594735551068,True,,410004,1010004,100,5,"[[0.44379575244428426, 0.4204312809758916], [0.6212973682572338, 0.3769629738363132], [0.4852308055606169, 0.16425643919053032], [0.8390528507963422, 0.5790840313631307], [0.833116310705737, 0.3172283277277879], [0.6251825867849938, 0.9024712834937455], [0.2844692500388591, 0.860500077791094], [0.8668319770615498, 0.9771558659651861]]",0.07355995008677885,0.004698089447987133,0.0020614868931190388,0.007152699450615521,0.538,0.0,0.538,0.1477795550685128,0.0025873134877923984,0.0019418898213668032,0.006645997093054995,0.506,0.7052146487108975,0.506,0.12754472919823823,0.0027856217954726026,0.0019219249600589989,0.007076433036736758,0.502,0.494682694792545,0.502
28,12,4733,1,0.0874870164982471,0.11586631490894472,True,,310001,910001,100,5,"[[0.8749095325703975, 0.7941309932314911], [0.8295051306829324, 0.9381465985992499], [0.3340204845972743, 0.8923493037517022], [0.6994700278174452, 0.27419367366067493], [0.5221673406218096, 0.039167371902799314], [0.5577661234142307, 0.26544062810446417], [0.19629041970693334, 0.14231468123894533], [0.52980674913613, 0.6278637309719961]]",0.07958621716993419,0.013427785434924386,0.0019928377216884953,0.015145712414060727,0.5399999999999999,0.0,0.5399999999999999,0.13243644574775204,0.00644542207279257,0.001958840226434591,0.005161889629920117,0.53,0.5748743892601936,0.53,0.11900615097034062,0.005491064902885814,0.001993712700835414,0.005482014089508379,0.534,0.4499056753718949,0.534
28,12,4733,2,0.0874870164982471,0.13692469996217735,True,,410004,1010004,100,5,"[[0.8749095325703975, 0.7941309932314911], [0.8295051306829324, 0.9381465985992499], [0.3340204845972743, 0.8923493037517022], [0.6994700278174452, 0.27419367366067493], [0.5221673406218096, 0.039167371902799314], [0.5577661234142307, 0.26544062810446417], [0.19629041970693334, 0.14231468123894533], [0.52980674913613, 0.6278637309719961]]",0.08277197219610993,0.011266391397804817,0.002140541874441753,0.0080069868903259,0.49800000000000005,0.0,0.49800000000000005,0.1605223088886111,0.008363139538505128,0.002029582243213246,0.005490211090872425,0.484,0.7771183276902207,0.484,0.1438822098753773,0.01069350521627026,0.002142077479216189,0.020786163691144853,0.47800000000000004,0.5453428342071226,0.47800000000000004
29,16,833,1,0.0883154154401842,0.12510478784755447,True,,310001,910001,100,5,"[[0.4186323705014458, 0.5570650301629902], [0.5773009200621386, 0.5940127711774877], [0.14446109152161293, 0.062038215564069576], [0.7871950897349701, 0.2781660660229858], [0.8752508673386319, 0.6396973027904383], [0.4069782690818834, 0.9617810433563412], [0.8346747863756792, 0.20485362462138984], [0.540331402331155, 0.8710699656976509]]",0.08976512055621313,0.01616311590935999,0.0023975310906001225,0.07297239465667045,0.596,0.0,0.596,0.13613290369587208,0.010120443854998934,0.0023633591784323034,0.008432677124710805,0.584,0.6664890082370931,0.584,0.13726056356906635,0.014044149987586487,0.0023884222497109206,0.0681979535788754,0.58,0.4748131000098982,0.58
29,16,833,2,0.0883154154401842,0.13128938246680946,True,,410004,1010004,100,5,"[[0.4186323705014458, 0.5570650301629902], [0.5773009200621386, 0.5940127711774877], [0.14446109152161293, 0.062038215564069576], [0.7871950897349701, 0.2781660660229858], [0.8752508673386319, 0.6396973027904383], [0.4069782690818834, 0.9617810433563412], [0.8346747863756792, 0.20485362462138984], [0.540331402331155, 0.8710699656976509]]",0.08165058817786144,0.014404778235372723,0.002380872317116152,0.03456145990647912,0.5680000000000001,0.0,0.5680000000000001,0.15808719117223927,0.007850625940552684,0.0024826429431327166,0.013496394477619128,0.546,0.8240549115570481,0.546,0.1273325593448979,0.007299047634552705,0.0023643185121685058,0.010801679498457523,0.5519999999999999,0.536074840598119,0.5519999999999999
30,22,187,1,0.090335343273246,0.1245633815378097,True,,310001,910001,100,5,"[[0.6606823639913848, 0.5076220308579663], [0.5920988393975962, 0.1662731761483517], [0.8640524965069413, 0.8285586224154694], [0.6899253694540818, 0.8616453469665759], [0.23580210507445462, 0.5904494957503703], [0.1935620547761555, 0.13932059652464857], [0.47883510198692736, 0.5987277420129323], [0.9764533449205669, 0.02764365791388418]]",0.07642048001341928,0.012266687957729082,0.002097373379699647,0.026334901441470666,0.58,0.0,0.58,0.1487940950804993,0.013692468562621962,0.0021296365859284983,0.03120054224027279,0.556,0.6667232155523757,0.556,0.12424485597682093,0.01275017740468656,0.0021077203673162278,0.029992305030649737,0.558,0.43209584635517073,0.558
30,22,187,2,0.090335343273246,0.1333095314348805,True,,410004,1010004,100,5,"[[0.6606823639913848, 0.5076220308579663], [0.5920988393975962, 0.1662731761483517], [0.8640524965069413, 0.8285586224154694], [0.6899253694540818, 0.8616453469665759], [0.23580210507445462, 0.5904494957503703], [0.1935620547761555, 0.13932059652464857], [0.47883510198692736, 0.5987277420129323], [0.9764533449205669, 0.02764365791388418]]",0.081515804722593,0.007872048126493301,0.0022614086419198267,0.023911276885570074,0.528,0.0,0.528,0.1603172765919607,0.009299870581962391,0.002300237676635497,0.018033090473054937,0.526,0.7962240768816116,0.526,0.13108776783300752,0.00940152432042568,0.002321221969714725,0.014460531443998798,0.518,0.5021892245561632,0.518
31,20,1376,1,0.0900631052908721,0.12025492751929855,True,,310001,910001,100,5,"[[0.3701461264505664, 0.6890486780883609], [0.7554471457003957, 0.5732914554085359], [0.12851804261145333, 0.7392890873031642], [0.5402722264391797, 0.5317728510085641], [0.4707096807856582, 0.2631178278356465], [0.7667970752651362, 0.38050606055010944], [0.45199348595700867, 0.5607131811048279], [0.6127467828825306, 0.12072751514039978]]",0.07249273316209948,0.014771835902910415,0.002656912381223773,0.07848469001929934,0.7180000000000001,0.0,0.7180000000000001,0.14877610110379508,0.018145153762248473,0.002633109576517716,0.10544149020173406,0.7,0.6397833485026306,0.7,0.11097477470750458,0.011206179933721916,0.0026081894639952176,0.043892681216133135,0.712,0.49564189372489764,0.712
31,20,1376,2,0.0900631052908721,0.1379340860869916,True,,410004,1010004,100,5,"[[0.3701461264505664, 0.6890486780883609], [0.7554471457003957, 0.5732914554085359], [0.12851804261145333, 0.7392890873031642], [0.5402722264391797, 0.5317728510085641], [0.4707096807856582, 0.2631178278356465], [0.7667970752651362, 0.38050606055010944], [0.45199348595700867, 0.5607131811048279], [0.6127467828825306, 0.12072751514039978]]",0.09104728357122542,0.02036432339570584,0.003319074245087205,0.12894446014385932,0.712,0.0,0.712,0.17093584830831882,0.01884669754591363,0.0031103672660943585,0.09712371030814582,0.6679999999999999,0.8351772132021391,0.6679999999999999,0.11881736416010338,0.014423316385570845,0.003299683327525231,0.06498655335682656,0.688,0.4603090577954852,0.688
32,2,2105,1,0.0834897831831185,0.12001988388375318,True,,310001,910001,100,5,"[[0.272229667986514, 0.15372735152664496], [0.9796847721640042, 0.45050873952904513], [0.7497251102856226, 0.9758551596596663], [0.8166587883507223, 0.7744275168831884], [0.37867300273177906, 0.6850544532123043], [0.7449357966856764, 0.34769050498984955], [0.5622583775764535, 0.3474575725611519], [0.6637592506624349, 0.7467877448653476]]",0.07697502122603667,0.002630738646312444,0.0017848978272647625,0.004637296117320222,0.504,0.0,0.504,0.1368681618187194,0.005149922270596341,0.0017596720972941657,0.004996708426959496,0.502,0.583516842688632,0.502,0.1293681906715372,0.005025756973586619,0.0018159485938060594,0.004749319246423256,0.49400000000000005,0.4978180425949625,0.49400000000000005
32,2,2105,2,0.0834897831831185,0.13833569702209197,True,,410004,1010004,100,5,"[[0.272229667986514, 0.15372735152664496], [0.9796847721640042, 0.45050873952904513], [0.7497251102856226, 0.9758551596596663], [0.8166587883507223, 0.7744275168831884], [0.37867300273177906, 0.6850544532123043], [0.7449357966856764, 0.34769050498984955], [0.5622583775764535, 0.3474575725611519], [0.6637592506624349, 0.7467877448653476]]",0.0952530880356704,0.007319391279736957,0.0018855054211542473,0.02153120653262921,0.43,0.0,0.43,0.1576876663451115,0.006268035289962016,0.0019228030353046054,0.011428886159288621,0.422,0.6473838461684199,0.422,0.1427143673624745,0.004815388219380927,0.001954911073261159,0.011402947099785104,0.42400000000000004,0.5072655853381755,0.42400000000000004
33,45,213,1,0.0936165037083879,0.13158841539322563,True,,310001,910001,100,5,"[[0.7642781973651931, 0.3330270166238924], [0.27949122615462335, 0.2555644867235565], [0.48646556684458847, 0.3855411876946755], [0.8915199755501655, 0.7143553363551312], [0.5170929549761962, 0.9381100884977573], [0.28447274020584884, 0.3947078119300434], [0.34205510510084997, 0.6202548169944403], [0.5271061524908897, 0.45586018606555156]]",0.09183086239191435,0.01722369726460253,0.00255470389283314,0.1262673287428107,0.692,0.0,0.692,0.15156796096738567,0.014764416050908263,0.0025116989631395513,0.07551567156589323,0.668,0.72469272274709,0.668,0.1313868772462169,0.0154509166007268,0.002536650101272633,0.09331144968300416,0.674,0.4754052987098859,0.674
33,45,213,2,0.0936165037083879,0.12943925089086386,True,,410004,1010004,100,5,"[[0.7642781973651931, 0.3330270166238924], [0.27949122615462335, 0.2555644867235565], [0.48646556684458847, 0.3855411876946755], [0.8915199755501655, 0.7143553363551312], [0.5170929549761962, 0.9381100884977573], [0.28447274020584884, 0.3947078119300434], [0.34205510510084997, 0.6202548169944403], [0.5271061524908897, 0.45586018606555156]]",0.08122849879618779,0.01492227550199941,0.002812346198541117,0.08837824940096015,0.6799999999999999,0.0,0.6799999999999999,0.1577513444002017,0.012227555086733483,0.0026965176167609906,0.056245202254852175,0.658,0.8407538393471597,0.658,0.12102581596686424,0.011959466985484042,0.0027471684720911304,0.05452420474586676,0.67,0.497867943996364,0.67
34,4,550,1,0.0839925446611164,0.12463674170945979,True,,310001,910001,100,5,"[[0.28836856762798835, 0.6976228896766088], [0.6372195441394609, 0.8927273252890774], [0.7987107538352851, 0.910935384488802], [0.3373413411190676, 0.30235327518305655], [0.9171778579034184, 0.5636348442644333], [0.4866592926577101, 0.5392456426071444], [0.5026011832875548, 0.03400990923093708], [0.9181901272816776, 0.32465211412288864]]",0.07475568071069301,0.002235740656341319,0.0018633793105641478,0.004831991384464747,0.518,0.0,0.518,0.1487426724865736,0.002208089548127378,0.0018450373149129589,0.0048661889058300885,0.49800000000000005,0.7098917551816727,0.49800000000000005,0.12630594115399899,0.002212346376315963,0.0018289922991995163,0.005015960843536606,0.492,0.47605597031595825,0.492
34,4,550,2,0.0839925446611164,0.13777978152891407,True,,410004,1010004,100,5,"[[0.28836856762798835, 0.6976228896766088], [0.6372195441394609, 0.8927273252890774], [0.7987107538352851, 0.910935384488802], [0.3373413411190676, 0.30235327518305655], [0.9171778579034184, 0.5636348442644333], [0.4866592926577101, 0.5392456426071444], [0.5026011832875548, 0.03400990923093708], [0.9181901272816776, 0.32465211412288864]]",0.07779361472316784,0.002259263717117989,0.0018854536481580353,0.004923153501549199,0.49799999999999994,0.0,0.49799999999999994,0.1670893279171467,0.0023759465249271216,0.0019248834497606168,0.0050781843570290915,0.45199999999999996,0.8229669667382075,0.45199999999999996,0.139146855558195,0.0037503866955860762,0.001961160862494408,0.0052594110766285085,0.47000000000000003,0.563813582221927,0.47000000000000003
35,27,1136,1,0.0907919017122918,0.11758091497017532,True,,310001,910001,100,5,"[[0.8962118876513651, 0.6349288691659213], [0.12411658262896733, 0.8794322505750877], [0.5066395252493792, 0.7989714732187049], [0.8951678113934562, 0.3693465416972382], [0.6577641523439963, 0.16256489016360404], [0.7626092886883918, 0.7673935118568569], [0.4625776595475111, 0.6695388126613869], [0.5458662404616458, 0.6044979327550706]]",0.08217001764897056,0.014085576252850684,0.002336048699012902,0.04077169445062586,0.5760000000000001,0.0,0.5760000000000001,0.13174465351834164,0.00856931865594596,0.0023446734464383097,0.017908795983336282,0.5640000000000001,0.571158213281651,0.5640000000000001,0.12466433519504747,0.009420951996904422,0.0023604543045776098,0.019627283790398582,0.5740000000000001,0.506367216593209,0.5740000000000001
35,27,1136,2,0.0907919017122918,0.14594365069752802,True,,410004,1010004,100,5,"[[0.8962118876513651, 0.6349288691659213], [0.12411658262896733, 0.8794322505750877], [0.5066395252493792, 0.7989714732187049], [0.8951678113934562, 0.3693465416972382], [0.6577641523439963, 0.16256489016360404], [0.7626092886883918, 0.7673935118568569], [0.4625776595475111, 0.6695388126613869], [0.5458662404616458, 0.6044979327550706]]",0.09274513198100531,0.014919530318826932,0.002352181379601397,0.06577114445844405,0.558,0.0,0.558,0.175411169233885,0.01729038813581672,0.0023844457985975048,0.06858308529257648,0.534,0.7715556898499452,0.534,0.14020713234133678,0.010660232140644871,0.0024023619228145166,0.04378361350704242,0.5479999999999999,0.5447494382593385,0.5479999999999999
36,33,2562,1,0.0920866230401156,0.12334040811510144,True,,310001,910001,100,5,"[[0.42754444829798427, 0.49221321261445145], [0.7563571287484026, 0.7381256661860788], [0.4268629436722737, 0.7153119802680104], [0.7508658470423888, 0.36711382700611983], [0.9185876420471778, 0.25352101655871984], [0.8299856355030847, 0.6928249408797689], [0.12834168866614187, 0.16246098297230072], [0.5821340529103424, 0.546909111140303]]",0.09064963562408995,0.01620652914280126,0.0026868261780621633,0.088855658366098,0.6220000000000001,0.0,0.6220000000000001,0.13984722111678907,0.009779326483092616,0.002654440126048508,0.021420636433524036,0.6040000000000001,0.696203332693402,0.6040000000000001,0.12301755460273765,0.010550385239635607,0.0027660288208973347,0.023911974957953767,0.606,0.519962887575155,0.606
36,33,2562,2,0.0920866230401156,0.14137071723624878,True,,410004,1010004,100,5,"[[0.42754444829798427, 0.49221321261445145], [0.7563571287484026, 0.7381256661860788], [0.4268629436722737, 0.7153119802680104], [0.7508658470423888, 0.36711382700611983], [0.9185876420471778, 0.25352101655871984], [0.8299856355030847, 0.6928249408797689], [0.12834168866614187, 0.16246098297230072], [0.5821340529103424, 0.546909111140303]]",0.10487536331331113,0.018206166183437945,0.0027168460690749304,0.12627529510254687,0.608,0.0,0.608,0.16212097350368698,0.010286169907975753,0.0026584722067539432,0.03147437936936537,0.5900000000000001,0.8654988323428832,0.5900000000000001,0.13636555862430996,0.013262604891445545,0.0027886509055799315,0.07141208546807751,0.5940000000000001,0.4807376078273622,0.5940000000000001
37,31,2244,1,0.0918610904917126,0.13060044195660706,True,,310001,910001,100,5,"[[0.73030787938661, 0.8913458090295584], [0.5637619930785372, 0.47256534037646153], [0.1126181644184064, 0.959169344888628], [0.5459791605888795, 0.8494114795395811], [0.2980174264196139, 0.6184128112799931], [0.8050560172247018, 0.21926499597502158], [0.9663496577747119, 0.7328565521990729], [0.8529255015435567, 0.7538853670829339]]",0.08656522770514818,0.005541398253380817,0.0017168312896577124,0.005238661637089352,0.45,0.0,0.45,0.14983699182004637,0.006722972396340629,0.001685148217146691,0.00508545543112312,0.44800000000000006,0.6248601761235616,0.44800000000000006,0.1361625564811873,0.005702529949612677,0.0016824249799461347,0.005366495029707484,0.438,0.47686469494949346,0.438
